,E1VFVN30,GOLD,DCDS,MBBOND
2023-10-31,-0.05476607940143023,0.0,-1.0246222013906102e-22,0.00010857989716952712
2023-11-01,0.05277309105392889,0.0009632581986297804,-1.0145360581364049e-22,0.0
2023-11-02,0.05396107562837003,0.0,5.353313915350215e-23,0.0
2023-11-03,0.0064863010793068335,0.0,1.4114431840001042e-22,0.00010850150013184765
2023-11-06,0.024892845962361587,0.0,6.436209866154702e-24,0.00010842321622121062
2023-11-07,-0.009912950144890607,0.0,0.004583980560695343,0.0
2023-11-08,0.04430760840975239,0.0,-0.0015089917769027315,0.0
2023-11-09,-0.003974817648374871,0.0,0.015880060636051404,0.0
2023-11-10,-0.010104799582760358,0.0,0.0018003995635068207,0.0
2023-11-13,0.010267944681977522,0.0,-0.00271620436326732,0.0
2023-11-14,0.0,0.0,0.0022786572721472565,0.0
2023-11-15,0.00617872180347486,-1.7705849592555358e-25,0.0055902263609934845,0.0
2023-11-16,0.005941389403374098,0.0,0.0012821965452795704,0.0
2023-11-17,-0.014120654431681656,0.0,0.004396471157000214,0.0
2023-11-20,0.011434847634299104,0.0,-0.00871761336894276,0.0
2023-11-21,0.01949951251218729,0.0,2.420832421924493e-25,0.0
2023-11-22,0.0369780044628627,0.0,6.713954950991682e-25,0.0
2023-11-23,-0.0700891484783277,0.0,4.166465401979656e-25,0.0
2023-11-24,0.03570247933884296,0.0,-2.1011974881248182e-24,0.0
2023-11-27,-0.03574848388126384,0.0,7.5478541671352115e-25,0.0
2023-11-28,0.003972194637537063,0.0,-8.030522644689571e-25,0.0
2023-11-29,0.02934388394329046,5.166266735246376e-28,3.760699035718262e-25,0.0
2023-11-30,-0.008327994875079958,0.0,7.293000465640779e-25,8.979717721289022e-30
2023-12-01,0.019379844961240345,0.0,-2.4580585857243846e-25,0.0
2023-12-04,0.0377059569074778,0.0,3.262569040073795e-25,8.973280647655548e-30
2023-12-05,-0.002729065493909537,0.0,0.014413016007585728,2.0964068633621406e-26
2023-12-06,0.0037466210878994138,0.0,-0.0015533400390790434,0.0
2023-12-07,-0.013859568897156449,0.0,0.006321270742546588,0.0
2023-12-08,-0.006790194419674753,0.0,-0.006889213036543513,2.09490621421122e-26
2023-12-11,0.0058632577288022835,0.0,0.0,2.0934077119121854e-26
2023-12-12,-0.005844467388369033,0.0,-3.643834693803406e-26,0.0
2023-12-13,-0.01413881283380283,0.0,2.0421246023039721e-25,0.0
2023-12-14,-0.005508194138855029,0.0,-8.351150893901409e-25,0.0
2023-12-15,0.0,0.0,-2.2917447823198457e-25,0.0
2023-12-18,0.00630461227849488,0.0,-1.262897681406547e-25,0.0
2023-12-19,0.0029377719780161555,0.000879622633493835,-0.0003732023225402041,0.0
2023-12-20,0.0010667080207588599,0.0,0.000504070194891681,4.921943493870751e-26
2023-12-21,-0.000676402387487903,0.0,0.00030520675153442744,0.0
2023-12-22,-0.0029054365143539353,0.0,0.00017751165288883248,0.0
2023-12-25,0.001760358298693534,0.0,6.631786657957184e-05,4.918432835173457e-26
2023-12-26,0.012515287651254491,0.0,0.0,9.126137505059295e-26
2023-12-27,0.0008779704551299486,0.0,0.0,0.0
2023-12-28,0.010741424160040267,0.0,-0.0,0.0
2023-12-29,0.0006475238785128277,0.00881575599651719,0.0,0.0
2024-01-01,0.0,0.0,0.0,0.0
2024-01-02,-0.007596846438699779,0.0,0.0004457479402015357,2.8155831367296395e-28
2024-01-03,0.006978437404370663,0.0,-0.002022735735394091,0.0
2024-01-04,-0.004378060478297581,0.0,0.0028943047131668683,0.0
2024-01-05,0.0009272265423932325,0.0,0.0003629327264585754,1.4057890199034483e-28
2024-01-08,0.0034727134103111615,0.0,0.0009262303629786089,1.4047898805856116e-28
2024-01-09,0.0,0.0,0.0,0.0
2024-01-10,-0.021343377275580666,0.0,-0.0,0.0
2024-01-11,0.013149454778704328,0.0,-0.0,7.883862853212259e-26
2024-01-12,-0.008230452674897193,0.0,0.0,0.0
2024-01-15,-0.023619533992977892,0.0,-0.0,7.878267492777172e-26
2024-01-16,5.68217588827579e-24,0.0,-0.0023027325759902295,0.0
2024-01-17,2.3638149551788187e-24,0.0,0.014002154177565895,1.5784433990348655e-25
2024-01-18,8.535331602659319e-25,0.0,0.0007587253414262918,0.0
2024-01-19,7.4493934009044075e-25,0.0,0.006368460955269217,0.0
2024-01-22,8.49466134406932e-25,1.745844111614989e-24,0.005876148862437924,1.577324729014487e-25
2024-01-23,0.0034854245880862056,0.0,2.1639488624045464e-25,0.0
2024-01-24,0.006946637196084682,0.0,-1.9936091546968e-25,0.0
2024-01-25,-0.0034493571652555177,0.0,-5.991576292840874e-25,0.0
2024-01-26,-0.0022026431718061845,0.0,2.3426883865473483e-25,0.0
2024-01-29,-0.010722169662567005,0.0,5.844400291157465e-25,0.0
2024-01-30,0.0,0.0,4.9867830526677063e-26,7.850619018012287e-26
2024-01-31,0.020401657634682824,3.609096398848065e-25,8.806034498653305e-25,0.0
2024-02-01,0.008122461730709407,0.0,-1.1044696944844017e-24,0.0
2024-02-02,0.01146575766966218,0.0,1.5484487757042927e-24,7.845070877363423e-26
2024-02-05,0.00337009803921573,0.0,4.433759710589995e-25,7.839530573072327e-26
2024-02-06,0.0,0.0,0.0,0.0
2024-02-07,0.0,0.0,0.0,0.0
2024-02-08,0.0,0.0,0.0,0.0
2024-02-09,0.0,0.0,0.0,0.0
2024-02-12,0.0,0.0,0.0,0.0
2024-02-13,0.0,0.0,0.0,0.0
2024-02-14,0.0,0.0,0.0,0.0
2024-02-15,0.0,0.0,0.006928406466512715,0.0
2024-02-16,-0.0,0.0,0.0005733944954127157,0.0
2024-02-19,0.0,0.0,0.0011461318051575464,0.0
2024-02-20,0.0,0.0,9.535251360966853e-26,0.0
2024-02-21,-0.0044682752457551045,0.0,-1.5878452128106903e-26,7.807229799321268e-26
2024-02-22,-0.012268102932375902,0.0,5.399445734675007e-25,0.0
2024-02-23,-0.015752802181157155,0.0,-1.5803884187286934e-25,0.0
2024-02-26,0.03785780240073855,0.0,-1.6617726791117586e-24,7.801739483006494e-26
2024-02-27,0.005634638196915676,0.0,0.0,0.0
2024-02-28,-0.006782659982305983,0.0,0.0,0.0
2024-02-29,0.01009501187648465,0.0,0.0,0.0
2024-03-01,0.02733686067019403,0.0,0.0,0.0
2024-03-04,0.0,4.758566386995397e-28,0.0,0.0
2024-03-05,0.020314735336194323,0.0,1.0371924157999326e-27,0.0
2024-03-06,-0.006169377453729585,0.0,1.5691864795870358e-27,5.32510621240999e-29
2024-03-07,0.0358352144469527,0.0,-3.0447732195923375e-27,0.0
2024-03-08,-0.027512939253609314,0.0,2.3086707529273974e-27,0.0
2024-03-11,-0.004201680672269115,0.0,-4.541439355436752e-27,5.32137453321504e-29
2024-03-12,0.0,0.0,-2.901418023811972e-26,0.0007002801120448154
2024-03-13,0.0,0.0,4.870088078829077e-26,0.0
2024-03-14,0.0,0.0,1.2117530230953068e-25,0.0006997900629812648
2024-03-15,0.0,0.0,-1.4300471563829692e-26,0.0
2024-03-18,-0.0,9.237253907468629e-26,0.0,0.0006993006993005757
2024-03-19,-4.259593223946045e-25,0.0,-0.022299838796346005,0.0
2024-03-20,1.0831200243645684e-24,0.0,-0.004259411926353374,2.1188069482185504e-28
2024-03-21,3.311514449939006e-25,0.0,0.020146267421002007,0.0
2024-03-22,-1.2505097194985352e-25,0.0,0.015961044231029176,0.0
2024-03-25,-6.944632668412439e-25,0.0,0.002396485155105932,2.117327334427765e-28
2024-03-26,0.0,0.0,-0.006318423077252752,0.0
2024-03-27,-0.0,0.0,0.00620292340002519,1.1971390864428725e-25
2024-03-28,0.0,0.0,0.003518874769289518,0.0
2024-03-29,0.0,0.0,0.005046609054203312,0.0
2024-04-01,-0.0,0.0,-0.0021133568864107736,1.1963042614173852e-25
2024-04-02,0.0,0.0,-0.0009219933250126075,0.0
2024-04-03,-0.0,0.0,0.0030647725722278206,0.0
2024-04-04,-0.0,0.0,-0.0064169244650604815,0.0
2024-04-05,-0.0,-0.004626606028517212,-0.0020130612584651304,0.0
2024-04-08,0.0,0.0,-0.004936764231046149,0.0
2024-04-09,6.95474711374433e-24,0.0,-0.004531347484832792,8.10143650119707e-26
2024-04-10,-2.8302398717136193e-24,0.0,0.007284882038463656,0.0
2024-04-11,7.187614449932142e-25,0.0,-0.002535852211868055,0.0
2024-04-12,3.9137394984669034e-24,0.0,0.0019111453451549395,8.095802678871426e-26
2024-04-15,-1.2568124188063662e-23,0.0,0.008815716618594097,8.090176686739266e-26
2024-04-16,-1.1813656422495344e-25,0.0,-0.036564198146351916,0.0
2024-04-17,-4.633021051519794e-25,0.0,0.0023111482497461377,0.0
2024-04-18,0.0,0.0,0.0,0.0
2024-04-19,-1.9541345953406272e-26,1.9159576618491906e-25,-0.012188900914009183,0.00021643264788232262
2024-04-22,4.1134620548032643e-25,0.0,-0.013287981581081453,0.00021628245173532307
2024-04-23,-0.007220348580585107,0.0,3.5865868914339284e-25,0.0
2024-04-24,0.008610790963183812,0.0,-1.280386650992702e-25,0.0
2024-04-25,-0.0021488368771648263,0.0,8.041562345870241e-25,1.8074473983053864e-26
2024-04-26,0.0,0.0,3.9391533286771455e-26,0.0
2024-04-29,0.0,0.0,0.0,0.0
2024-04-30,0.0,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,0.0
2024-05-02,-0.005811609421822522,0.0,0.0035721332802271986,1.7264247143769993e-25
2024-05-03,0.003191651414929475,0.0,0.006232394596756095,0.0
2024-05-06,0.016326524545600598,2.5436805408934036e-24,0.0035120648605434764,8.620175996006857e-26
2024-05-07,-0.0,0.0,0.0,0.0
2024-05-08,0.0,0.0,0.0,0.0
2024-05-09,-0.0,0.0,0.0,0.0
2024-05-10,-0.0,0.0,-0.0,0.0
2024-05-13,0.0,0.0,0.0,0.0
2024-05-14,-0.0031306429700257215,0.0,-3.358640373977613e-25,0.0
2024-05-15,0.011098638008977781,0.0,3.4512798324206177e-25,0.0
2024-05-16,0.0024388062661378335,0.0,7.288012653958386e-25,0.0
2024-05-17,0.0055051620211226514,0.0,5.923022242679045e-25,0.0
2024-05-20,0.011870850193415022,0.0,2.3019895721407435e-25,0.0
2024-05-21,0.012016021361815676,0.0,0.0,1.5310272326585125e-25
2024-05-22,-0.0158311345646438,3.1031573314766954e-24,3.2345497293354817e-25,0.0
2024-05-23,0.0,0.0,-1.3282549143635924e-25,1.5299720795002055e-25
2024-05-24,-0.041018766756032,0.0,5.956473542334141e-25,1.5289183797208678e-25
2024-05-27,-0.008386916410399903,0.0,-1.2618198603246669e-24,0.0
2024-05-28,8.83401145562726e-24,0.0,3.9888596690024564e-25,7.647739352749947e-26
2024-05-29,-1.3732887840511773e-24,0.0,1.802768759326419e-24,0.0
2024-05-30,-6.1593984004951e-24,0.0,-8.93994551345067e-25,0.0
2024-05-31,-1.4049296045885176e-24,0.0,1.1265462985619478e-25,0.0
2024-06-03,6.96032148687065e-24,-0.08664459161147908,2.954192446437883e-25,7.64247955952408e-26
2024-06-04,3.709704085963441e-25,0.0,0.0030221027493478217,0.0
2024-06-05,-2.1170530770674646e-25,0.0,0.0011758439593790332,0.0
2024-06-06,-2.7882450067059624e-25,0.0,-0.0016202206091875538,0.0
2024-06-07,3.311242947670594e-26,0.0,0.0005437131184457273,0.0
2024-06-10,1.5710961912164516e-25,0.0,0.0016576220409509933,0.0
2024-06-11,0.049365692222835156,0.0,0.0,0.0
2024-06-12,0.003942181340341744,0.0,0.0,0.0
2024-06-13,-0.009947643979057674,0.0,0.0,0.0
2024-06-14,-0.03331570597567424,0.0,0.0,0.0
2024-06-17,-0.00738512035010952,-0.0,-0.0,0.0
2024-06-18,-0.0005968906683944753,0.0,-0.0011573209237276134,8.051840358296873e-26
2024-06-19,0.00657122961710961,0.0,0.0012647032006340298,0.0
2024-06-20,-0.005130638801648333,0.0,0.0015992384594863533,0.0
2024-06-21,-0.007353546262715066,0.0,0.001691585046243967,8.046325399147247e-26
2024-06-24,-0.04055946232776437,0.0,0.0010088117159405118,0.0
2024-06-25,0.026517383618149815,0.0,-2.5910101990780476e-24,0.0
2024-06-26,-0.008610792192881855,0.0,4.2744261718221657e-26,1.1381539841123364e-25
2024-06-27,-0.007527504342790925,0.0,4.485917345019446e-25,1.1373754930153655e-25
2024-06-28,0.0032088681446906797,0.0,-1.7000510617143725e-25,0.0
2024-07-01,0.02297179412619954,0.0,-1.320149854300342e-24,1.1365980661571837e-25
2024-07-02,0.0,0.0,3.880911202243577e-26,0.0
2024-07-03,5.324277154924487e-27,0.0,4.6107628843838465e-26,0.0
2024-07-04,1.418597521993578e-26,0.0,2.7981009312026953e-26,0.0
2024-07-05,-2.653840610799446e-26,0.0,2.851867226488504e-26,0.0
2024-07-08,1.2437454867876791e-26,0.0,3.647809156509465e-26,0.000683060109289535
2024-07-09,0.0,0.0,4.5264424700039076e-26,0.0
2024-07-10,-0.0,0.0,1.782503783424236e-26,0.0006825938566552558
2024-07-11,0.0,0.0,-5.395934570102398e-26,0.0
2024-07-12,-0.0,0.0,-2.392564348814977e-26,0.0
2024-07-15,0.0,0.0,-1.668807221832386e-26,0.0006821282401090478
2024-07-16,-9.745229250015552e-26,0.0,-0.000979911807937217,1.127172098620265e-26
2024-07-17,-6.664924745886855e-25,0.0,0.001103482099068298,0.0
2024-07-18,5.08314641646477e-25,0.0,-0.012737293325168486,0.0
2024-07-19,-9.827467471534725e-26,0.0,0.005210271678451894,0.0
2024-07-22,-9.85797033332575e-26,0.0,-0.007404664938911454,2.2528085404304773e-26
2024-07-23,-3.279655405247092e-26,0.0,-0.004736716031321403,0.0
2024-07-24,-3.0084701620347165e-26,0.0,-0.006207594970025962,0.0
2024-07-25,-5.149147015810438e-27,0.0,0.0012275231034900931,0.0
2024-07-26,1.1724021182496834e-26,0.0,-0.001301518108738791,0.0
2024-07-29,3.754694884364338e-27,0.0,0.0032082260458122587,0.0
2024-07-30,-2.5314843047236516e-26,0.0,4.62574075323591e-27,0.0
2024-07-31,0.0,0.0,-1.672697562864179e-27,0.0
2024-08-01,-8.850634548885287e-26,0.0,5.237812337312286e-28,0.0
2024-08-02,5.069478193656106e-26,0.0,-2.3450493033533558e-26,0.0
2024-08-05,-9.835226069347645e-26,0.036632891660171474,8.728262532939128e-27,0.0
2024-08-06,0.00844812037844654,0.0,-0.03458756496573973,0.0
2024-08-07,0.002199576381910362,0.0,0.01763529480159791,1.8835374319098896e-26
2024-08-08,-0.0009158628249492501,0.0,0.0005572261721566,1.882260457379606e-26
2024-08-09,0.007079029690390801,0.0,-0.007016412964412102,0.0
2024-08-12,0.002041253158839007,0.0,0.019316659392337125,1.880985213167252e-26
2024-08-13,-4.085736423401405e-27,0.0,0.010807291666666607,0.0
2024-08-14,-2.1640276600521462e-26,0.0,0.00025763235862430456,5.129631919178703e-28
2024-08-15,-2.4833541148625935e-26,0.0,-0.002962009014810141,0.0
2024-08-16,1.0836731293265534e-25,0.0,-0.008912425729785567,0.0
2024-08-19,-2.1580941725392236e-26,0.0,0.027238368304443927,5.126161261588089e-28
2024-08-20,0.0,0.0,0.008627251966506044,3.8464481063666963e-28
2024-08-21,0.0,0.0,0.007798742138364734,0.0
2024-08-22,0.0,0.0,0.010234648027958038,0.0
2024-08-23,0.0,0.0,-0.00024709661477628764,3.843849154942568e-28
2024-08-26,0.0,0.0,-0.0004943153732082095,0.0
2024-08-27,-0.0026930389351418277,0.0,-0.006424070765586777,0.0
2024-08-28,-0.002223498354221481,3.796851626535302e-25,0.0006132936119634952,0.0
2024-08-29,-0.008711970725863992,0.0,-0.00017507382429247923,0.0
2024-08-30,0.0009401809768787923,0.0,0.0005253524671344686,0.0
2024-09-02,0.0,0.0,0.0,0.0
2024-09-03,0.0,0.0,0.0,0.0
2024-09-04,-0.0,0.0,0.004361370716510882,9.772432378237218e-26
2024-09-05,-0.0,0.0,-0.007444168734491274,0.0
2024-09-06,0.0,-8.981810070276289e-25,-0.009500000000000064,9.765847181216675e-26
2024-09-09,-0.0,0.0,0.004038364462392918,0.0
2024-09-10,-0.0034302863236198027,0.0,-0.00355146180201318,1.7306400323770702e-26
2024-09-11,-0.0021311066466463235,0.0,-0.005786035657685933,0.0
2024-09-12,-0.002078814706181108,0.0,0.0,0.0
2024-09-13,0.0,0.0,0.0015547225303716092,1.729475402476478e-26
2024-09-16,-0.006364105258858769,0.0,0.00019394546612995137,1.728312338991745e-26
2024-09-17,0.050943396226415194,4.180506770954948e-28,-0.0,0.0
2024-09-18,0.010173548773189545,0.0,0.0,0.0
2024-09-19,0.002962085308056972,0.0,0.0,0.0
2024-09-20,-0.002953337271116352,0.0,0.0,0.0
2024-09-23,-0.008886255924170583,0.0,0.0,0.0
2024-09-24,1.834308748592306e-26,0.0,-5.376316402229111e-28,0.0
2024-09-25,6.484230714736671e-26,0.0,1.1535849725631635e-27,0.0
2024-09-26,3.1718847921395334e-26,0.0,1.1262524881142059e-27,0.0006711409395971923
2024-09-27,-1.3882040311653582e-26,0.0,-1.8324539852022841e-29,0.0
2024-09-30,4.5424857356259105e-26,8.96648552703973e-27,-3.8486270460970436e-28,0.0006706908115359234
