,E1VFVN30,GOLD,DCDS,MBBOND
2023-10-31,-0.034379959165991764,0.0,-0.016350003111789385,2.3429152368826124e-26
2023-11-01,0.03312884061315258,6.520413225539405e-25,-0.016189057474101272,0.0
2023-11-02,0.03387460992155496,0.0,0.008542338732810083,0.0
2023-11-03,0.004071840976790345,0.0,0.022522545792191054,2.3412236013322586e-26
2023-11-06,0.015626735327140557,0.0,0.0010270327072450579,2.3395344068145305e-26
2023-11-07,-0.007181891105876803,0.0,0.006790317992314124,0.0
2023-11-08,0.03210067781130604,0.0,-0.0022352917682099383,0.0
2023-11-09,-0.0028797388364814234,0.0,0.023523367961155207,8.08331755364156e-28
2023-11-10,-0.007320885224818721,0.0,0.002666958419121308,0.0
2023-11-13,0.00743908316992178,0.0,-0.004023553571941514,8.07749383782247e-28
2023-11-14,0.0,0.0,0.0004739201456027441,0.0
2023-11-15,0.006666429999170729,-0.0015453997885740989,0.0011626675601187648,0.0
2023-11-16,0.006410364119830261,0.0,0.0002666740544345275,0.0
2023-11-17,-0.015235247241321876,0.0,0.0009143877301479312,0.0
2023-11-20,0.012337440287790125,0.0,-0.0018131083808073398,0.0
2023-11-21,0.01949951251218729,0.0,0.0,0.0
2023-11-22,0.0369780044628627,0.0,0.0,0.0
2023-11-23,-0.0700891484783277,0.0,0.0,0.0
2023-11-24,0.03570247933884296,0.0,-0.0,0.0
2023-11-27,-0.03574848388126384,0.0,0.0,0.0
2023-11-28,0.003972194637537063,0.0,-8.030522644689571e-25,0.0
2023-11-29,0.02934388394329046,5.166266735246376e-28,3.760699035718262e-25,0.0
2023-11-30,-0.008327994875079958,0.0,7.293000465640779e-25,8.979717721289022e-30
2023-12-01,0.019379844961240345,0.0,-2.4580585857243846e-25,0.0
2023-12-04,0.0377059569074778,0.0,3.262569040073795e-25,8.973280647655548e-30
2023-12-05,-0.006717557251908368,0.0,0.0,0.0
2023-12-06,0.0092222563787272,0.0,-0.0,0.0
2023-12-07,-0.034115138592750505,0.0,0.0,0.0
2023-12-08,-0.01671397035635447,0.0,-0.0,0.0
2023-12-11,0.014432328415651119,0.0,0.0,0.0
2023-12-12,-0.0026968386738467818,0.0,-3.537565117533071e-26,0.0
2023-12-13,-0.00652413551461724,0.0,1.982567642558482e-25,0.0
2023-12-14,-0.0025416706073649238,0.0,-8.107596138694278e-25,7.890847811272478e-27
2023-12-15,0.0,0.0,-2.224907846124292e-25,0.0
2023-12-18,0.0029091653843583204,0.0,-1.226066262653086e-25,7.885211491406288e-27
2023-12-19,0.0,0.0013458950201883368,-0.0,0.0
2023-12-20,0.0,0.0,0.0,0.0
2023-12-21,-0.0,0.0,0.0,0.0
2023-12-22,-0.0,0.0,0.0,0.0
2023-12-25,0.0,0.0,0.0,0.0
2023-12-26,0.0,0.0,2.2373524334268267e-27,4.9021103671308307e-29
